Text,Verdict
"The Tekla Structures product box , if needed , is now made from recycled material .",neutral
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",neutral
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",positive
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",negative
"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .",positive
"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",neutral
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,negative
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",negative
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",neutral
Both the net sales and operating profit were record high in the company 's history .,positive
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+  ??",negative
Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,neutral
It is the first application in the market for invoice and purchase requisition approval with a mobile device .,neutral
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative
The total investment of the project will be approximately EUR 36m .,neutral
The acquisition of + landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,negative
"---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the",neutral
"The total value of the project is estimated to be over 3.0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln .",neutral
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,negative
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative
"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",positive
"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",neutral
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",positive
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative
"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",neutral
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",neutral
"Finnish Bank of + land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",negative
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",negative
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",negative
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",positive
"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ liitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",neutral
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,positive
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative
Delivery is expected to take place later this month .,neutral
Demand was brisk as expected and order levels have remained high .,positive
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",negative
"Secure your files online Like filling out a tax return , making a backup is boring .",neutral
"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",negative
"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",negative
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,negative
"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",neutral
"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",neutral
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,negative
"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",positive
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",positive
The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,neutral
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",positive
"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",positive
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",negative
"Purchase it for the 12MP snapper , if nothing else .",neutral
"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",neutral
The idea of saving electricity in data transfer is still a new one .,neutral
"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .",positive
Finnish M-real 's Kyro mill is starting negotiations to cut staff .,negative
"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .",positive
Finnish food industry company L+ nnen Tehtaat is planning changes to its fish product business .,neutral
"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .",neutral
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,positive
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,negative
"The value of the deal exceeds EUR500 ,000 , the company said .",neutral
"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",neutral
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,negative
"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",positive
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative
CEO Erkki J+ rvinen is happy with the company 's performance in 2010 .,positive
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive
Raisio is the site of the main production plants as well as company headquarters .,neutral
"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",positive
"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",neutral
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",positive
Scanfil issued a profit warning on 10 April 2006 .,negative
"Cash flow after investments amounted to EUR45m , down from EUR46m .",negative
Finnish Bank of + land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,negative
"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",neutral
"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",neutral
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",positive
Cash flow from operating activities is estimated to be positive .,positive
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,positive
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,positive
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",negative
"The store is located in Poznan in a shopping center named Pestka , the company added .",neutral
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",neutral
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,negative
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,neutral
The project is expected to be completed in 2009 .,neutral
"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries .",neutral
"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",positive
"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",neutral
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",positive
"Currently , the plant operates on full capacity .",neutral
The EUR17m contract includes both design and construction works .,neutral
UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,positive
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative
Nokia Siemens Networks has struggled to make a profit in the past two years .,negative
"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",positive
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,neutral
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",negative
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",positive
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",positive
`` We are pleased to welcome Tapeks Noma into Cramo group .,positive
The second-quarter net sales are expected to be on par with the first quarter of 2009 .,neutral
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,positive
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",negative
"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company .",negative
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",neutral
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",positive
The value of the contract is EUR 25mn .,neutral
"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",neutral
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",positive
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",negative
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",positive
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",negative
"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",neutral
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,neutral
Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,neutral
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",positive
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,positive
Sales have risen in other export markets .,positive
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",negative
"According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers .",positive
"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",negative
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",positive
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",positive
"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .",positive
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,neutral
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",positive
Alma Media expects its net sales to increase as forecast previously .,positive
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,positive
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",negative
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",positive
"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''",neutral
The contract has been allotted as per lowest price criteria .,neutral
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",neutral
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",positive
It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,neutral
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",neutral
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",neutral
"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",positive
The company expects its net sales for the whole 2009 to remain below the 2008 level .,negative
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",negative
All of Raisio 's divisions recorded an operating profit .,positive
"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",neutral
"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",neutral
The price of GMO soy is 5 % -7 % lower than that of non-GMO .,neutral
The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,positive
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,negative
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive
"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",negative
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",negative
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",positive
"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) .",neutral
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,neutral
He will report to CapMan Plc 's CEO Heikki Westerlund .,neutral
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",positive
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,negative
"Also Finnish Industry Investment , a government-owned investment company , will participate in the project .",neutral
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,negative
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",negative
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",negative
We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',positive
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,negative
Finnish Bank of + land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",negative
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",negative
"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",positive
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",neutral
Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .,positive
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",neutral
"Previously , the company anticipated its operating profit to improve over the same period .",positive
"On preliminary estimate , the hotel will operate under the brand Novotel .",neutral
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",negative
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",negative
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",negative
"Several large stocks tacked lower , however .",negative
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,negative
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",neutral
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",positive
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",neutral
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,neutral
The court found TelecomInvest 's arguments convincing .,positive
The company is well positioned in Brazil and Uruguay .,positive
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",positive
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,positive
J+ rvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,neutral
"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .",neutral
"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms .",positive
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative
As a result some 20 persons will no longer be needed .,negative
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",neutral
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",positive
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",positive
"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .",neutral
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",neutral
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,negative
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",negative
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,positive
"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",positive
These six agreements are the company 's first customer acquisitions in India since taking over TVS Electronics ' contract manufacturing facility in Jun 2007 .,neutral
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",neutral
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",positive
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,neutral
The policy was also aimed at making the companies more profitable and competitive .,positive
"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",neutral
"With the acquisition , the company will expand its offering to North , Central and South America , it said .",positive
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",positive
Scanfil has also issued a profit warning .,negative
"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",neutral
Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .,neutral
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",neutral
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",negative
Prices and delivery volumes of broadband products decreased significantly in 2005 .,negative
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,neutral
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,negative
"Purchase it for the 12MP snapper , if nothing else .",neutral
Residents access to the block is planned to be from Aleksandri Street .,neutral
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",positive
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive
The investment will be worth approximately EUR 100mn .,neutral
Finnish media group Talentum has issued a profit warning .,negative
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",negative
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",negative
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",negative
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",negative
Net investment income,neutral
"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",neutral
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",positive
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,neutral
`` Consumers have very well received our packed fresh meat .,positive
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,negative
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",negative
"This order , when delivered , will bring the total output of electricity in Italy generated by Wartsila equipment to more than 1,300 MW .",neutral
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive
Raute is listed on the Nordic exchange in Helsinki .,neutral
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",neutral
